answer,num_guesses,won,guesses
vista,3,True,raise snail vista
relax,3,True,raise relay relax
cover,4,True,raise deter cower cover
alive,3,True,raise alike alive
beech,3,True,raise betel beech
jetty,3,True,raise betel jetty
bliss,3,True,raise hoist bliss
vocal,4,True,raise float local vocal
often,4,True,raise betel totem often
dolly,5,True,raise mulch folly jolly dolly
eight,4,True,raise linen piety eight
joker,6,True,raise deter cower hover poker joker
since,3,True,raise siege since
event,3,True,raise betel event
ensue,3,True,raise stone ensue
shunt,3,True,raise stunk shunt
diver,3,True,raise diner diver
poser,4,True,raise sheer loser poser
worst,3,True,raise crust worst
sweep,3,True,raise spelt sweep
alley,3,True,raise cleat alley
creed,3,True,raise deter creed
anime,3,True,raise alike anime
leafy,4,True,raise cleat fella leafy
bosom,3,True,raise stunk bosom
dunce,3,True,raise lunge dunce
stare,4,True,raise scare snare stare
pudgy,3,True,raise mulch pudgy
waive,2,True,raise waive
choir,3,True,raise droit choir
stood,4,True,raise stunk stool stood
spoke,4,True,raise stone scope spoke
outgo,4,True,raise mulch pudgy outgo
delay,4,True,raise cleat pedal delay
bilge,3,True,raise binge bilge
ideal,2,True,raise ideal
clasp,4,True,raise slash blast clasp
seize,4,True,raise spine smile seize
hotly,3,True,raise mulch hotly
laugh,3,True,raise tangy laugh
sieve,3,True,raise siege sieve
block,5,True,raise mulch clock flock block
meant,3,True,raise cleat meant
grape,6,True,raise grace grade grate grave grape
noose,4,True,raise loose goose noose
hardy,4,True,raise party marry hardy
shied,3,True,raise spiel shied
drawl,3,True,raise adorn drawl
daisy,2,True,raise daisy
putty,4,True,raise mulch pudgy putty
strut,3,True,raise short strut
burnt,3,True,raise court burnt
tulip,3,True,raise pilot tulip
crick,4,True,raise print grill crick
idyll,4,True,raise pilot fluid idyll
vixen,4,True,raise linen given vixen
furor,3,True,raise court furor
geeky,4,True,raise betel needy geeky
cough,3,True,raise mulch cough
naive,3,True,raise waive naive
shoal,3,True,raise stalk shoal
stork,4,True,raise short story stork
bathe,4,True,raise cable badge bathe
aunty,4,True,raise float twang aunty
check,4,True,raise betel enjoy check
prime,6,True,raise tripe pride prize price prime
brass,3,True,raise crass brass
outer,3,True,raise deter outer
furry,3,True,raise court furry
razor,4,True,raise randy rajah razor
elect,3,True,raise betel elect
evict,3,True,raise edict evict
imply,3,True,raise pilot imply
demur,3,True,raise deter demur
quota,3,True,raise float quota
haven,3,True,raise navel haven
cavil,4,True,raise panic tacit cavil
swear,3,True,raise smear swear
crump,3,True,raise court crump
dough,5,True,raise mulch youth bough dough
gavel,3,True,raise navel gavel
wagon,4,True,raise tangy pagan wagon
salon,2,True,raise salon
nudge,3,True,raise lunge nudge
harem,3,True,raise taper harem
pitch,4,True,raise pilot pithy pitch
sworn,4,True,raise short scorn sworn
pupil,3,True,raise pilot pupil
excel,4,True,raise betel kneel excel
stony,3,True,raise stunk stony
cabin,3,True,raise panic cabin
unzip,3,True,raise pilot unzip
queen,4,True,raise betel cheek queen
trout,3,True,raise court trout
polyp,4,True,raise mulch folly polyp
earth,3,True,raise taper earth
storm,5,True,raise short story stork storm
until,3,True,raise pilot until
taper,2,True,raise taper
enter,3,True,raise deter enter
child,4,True,raise glint chill child
adopt,4,True,raise float about adopt
minor,4,True,raise droit vigor minor
fatty,5,True,raise tangy batty patty fatty
husky,4,True,raise stunk musky husky
brave,5,True,raise grace drake frame brave
filet,3,True,raise linen filet
slime,4,True,raise spine smile slime
glint,2,True,raise glint
tread,3,True,raise alert tread
steal,4,True,raise steak stead steal
regal,3,True,raise relay regal
guest,3,True,raise chest guest
every,3,True,raise deter every
murky,3,True,raise court murky
share,5,True,raise scare snare stare share
spore,3,True,raise spree spore
hoist,2,True,raise hoist
buxom,4,True,raise mulch dumpy buxom
inner,3,True,raise diner inner
otter,4,True,raise deter outer otter
dimly,4,True,raise pilot vigil dimly
level,3,True,raise betel level
sumac,4,True,raise stalk squad sumac
donut,4,True,raise mulch pound donut
stilt,4,True,raise stink still stilt
arena,3,True,raise alert arena
sheet,4,True,raise spelt sweet sheet
scrub,3,True,raise short scrub
fancy,4,True,raise tangy canny fancy
slimy,4,True,raise stink spicy slimy
pearl,3,True,raise alert pearl
silly,4,True,raise stoic silky silly
porch,3,True,raise court porch
dingo,3,True,raise pilot dingo
sepia,2,True,raise sepia
amble,3,True,raise blade amble
shady,4,True,raise stalk swamp shady
bread,4,True,raise alert dream bread
friar,3,True,raise briar friar
reign,2,True,raise reign
dairy,4,True,raise hairy fairy dairy
quill,4,True,raise glint chill quill
cross,3,True,raise crust cross
brood,5,True,raise court prong droll brood
tuber,3,True,raise deter tuber
shear,4,True,raise smear swear shear
posit,3,True,raise stoic posit
blank,4,True,raise float black blank
villa,3,True,raise tidal villa
shank,3,True,raise stalk shank
piggy,4,True,raise pilot picky piggy
freak,6,True,raise alert dream break creak freak
which,4,True,raise glint quick which
among,3,True,raise float among
fecal,3,True,raise cleat fecal
shell,3,True,raise spelt shell
would,4,True,raise mulch flunk would
algae,4,True,raise blade alone algae
large,4,True,raise farce barge large
rabbi,3,True,raise radio rabbi
agony,4,True,raise float among agony
amuse,3,True,raise cease amuse
bushy,4,True,raise stunk pushy bushy
copse,4,True,raise loose house copse
swoon,4,True,raise stunk shown swoon
knife,4,True,raise utile opine knife
pouch,5,True,raise mulch vouch couch pouch
ascot,3,True,raise stalk ascot
plane,5,True,raise blade plate place plane
crown,3,True,raise court crown
urban,4,True,raise adorn brawn urban
snide,3,True,raise spine snide
relay,2,True,raise relay
abide,4,True,raise alike anime abide
viola,4,True,raise tidal villa viola
rajah,3,True,raise randy rajah
straw,4,True,raise strap stray straw
dilly,4,True,raise pilot filmy dilly
crash,3,True,raise crass crash
amass,3,True,raise slash amass
third,4,True,raise print twirl third
trick,4,True,raise print fritz trick
tutor,3,True,raise court tutor
woody,4,True,raise mulch goody woody
blurb,3,True,raise court blurb
grief,3,True,raise fried grief
disco,3,True,raise stoic disco
where,4,True,raise trope nerve where
sassy,3,True,raise salsa sassy
beach,4,True,raise cleat peach beach
sauna,3,True,raise salon sauna
comic,4,True,raise pilot conic comic
clued,4,True,raise betel golem clued
creep,3,True,raise deter creep
caste,2,True,raise caste
graze,6,False,raise grace grade grate grave grape
snuff,3,True,raise stunk snuff
frock,3,True,raise court frock
gonad,3,True,raise float gonad
drunk,4,True,raise court wrung drunk
prong,3,True,raise court prong
lurid,3,True,raise droit lurid
steel,3,True,raise spelt steel
halve,3,True,raise cable halve
buyer,4,True,raise deter cower buyer
vinyl,4,True,raise pilot vigil vinyl
utile,2,True,raise utile
smell,4,True,raise spelt shell smell
adage,3,True,raise blade adage
worry,4,True,raise court dowry worry
tasty,4,True,raise salon hasty tasty
local,3,True,raise float local
trade,4,True,raise grace drake trade
finch,5,True,raise pilot windy cinch finch
ashen,3,True,raise steak ashen
modal,4,True,raise float local modal
gaunt,3,True,raise tangy gaunt
clove,3,True,raise lunge clove
enact,3,True,raise cleat enact
adorn,2,True,raise adorn
roast,2,True,raise roast
speck,4,True,raise spelt spend speck
sheik,3,True,raise islet sheik
missy,4,True,raise tipsy sissy missy
grunt,3,True,raise court grunt
snoop,4,True,raise stunk shown snoop
party,2,True,raise party
touch,6,True,raise mulch vouch couch pouch touch
mafia,4,True,raise panic maxim mafia
emcee,4,True,raise lunge theme emcee
array,4,True,raise adorn altar array
south,3,True,raise stunk south
vapid,3,True,raise panic vapid
jelly,4,True,raise betel cello jelly
skulk,3,True,raise stunk skulk
angst,3,True,raise slash angst
tubal,3,True,raise float tubal
lower,5,True,raise deter cower power lower
crest,3,True,raise cress crest
sweat,3,True,raise steak sweat
cyber,4,True,raise deter cower cyber
adore,4,True,raise grace azure adore
tardy,3,True,raise party tardy
swami,3,True,raise snail swami
notch,3,True,raise mulch notch
groom,5,True,raise court prong growl groom
roach,3,True,raise royal roach
hitch,4,True,raise pilot width hitch
young,4,True,raise mulch pound young
align,2,True,raise align
ready,3,True,raise relay ready
frond,4,True,raise court prong frond
strap,2,True,raise strap
puree,4,True,raise trope purge puree
realm,3,True,raise relay realm
venue,3,True,raise lunge venue
swarm,6,True,raise strap shard scarf snarl swarm
offer,4,True,raise deter cower offer
seven,3,True,raise spelt seven
dryer,3,True,raise deter dryer
diary,3,True,raise trail diary
dryly,4,True,raise court wryly dryly
drank,4,True,raise adorn brand drank
acrid,3,True,raise trail acrid
heady,4,True,raise cleat beady heady
theta,3,True,raise cleat theta
junto,4,True,raise mulch pudgy junto
pixie,5,True,raise binge tilde pique pixie
quoth,3,True,raise mulch quoth
bonus,3,True,raise stunk bonus
shalt,3,True,raise stalk shalt
penne,3,True,raise lunge penne
amend,4,True,raise cleat enema amend
datum,4,True,raise tangy caput datum
build,4,True,raise glint chill build
piano,4,True,raise tidal ninja piano
shelf,4,True,raise spelt shell shelf
lodge,3,True,raise lunge lodge
suing,3,True,raise stink suing
rearm,4,True,raise relay react rearm
coral,4,True,raise adorn molar coral
ramen,2,True,raise ramen
worth,4,True,raise court forth worth
psalm,3,True,raise stalk psalm
infer,4,True,raise diner inter infer
overt,4,True,raise deter crept overt
mayor,3,True,raise party mayor
ovoid,4,True,raise pilot conic ovoid
glide,3,True,raise utile glide
usage,3,True,raise slate usage
poise,2,True,raise poise
randy,2,True,raise randy
chuck,3,True,raise mulch chuck
prank,4,True,raise adorn crank prank
fishy,3,True,raise stoic fishy
tooth,3,True,raise mulch tooth
ether,3,True,raise deter ether
drove,3,True,raise trope drove
idler,3,True,raise diner idler
swath,4,True,raise stalk shaft swath
stint,4,True,raise stink sting stint
while,4,True,raise utile exile while
begat,3,True,raise cleat begat
apply,4,True,raise float qualm apply
slang,4,True,raise stalk shawl slang
tarot,3,True,raise party tarot
radar,3,True,raise randy radar
credo,3,True,raise deter credo
aware,4,True,raise grace blare aware
canon,4,True,raise tangy banal canon
shift,4,True,raise stink swift shift
timer,6,True,raise diner liver fixer tiger timer
bylaw,4,True,raise float pupal bylaw
serum,3,True,raise sheer serum
three,4,True,raise trope there three
steak,2,True,raise steak
iliac,3,True,raise align iliac
shirk,2,True,raise shirk
blunt,4,True,raise mulch flunk blunt
puppy,5,True,raise mulch pudgy putty puppy
penal,4,True,raise cleat pedal penal
joist,4,True,raise hoist moist joist
bunny,5,True,raise mulch pudgy funny bunny
shape,4,True,raise slate spade shape
beget,3,True,raise betel beget
wheel,4,True,raise betel kneel wheel
adept,3,True,raise cleat adept
stunt,4,True,raise stunk stung stunt
stole,4,True,raise stone stove stole
topaz,4,True,raise float today topaz
chore,3,True,raise trope chore
fluke,4,True,raise lunge flume fluke
afoot,3,True,raise float afoot
bloat,4,True,raise float gloat bloat
bully,3,True,raise mulch bully
dense,3,True,raise loose dense
caper,4,True,raise taper paper caper
sneer,3,True,raise sheer sneer
boxer,6,False,raise deter cower hover poker goner
jumbo,4,True,raise mulch dumpy jumbo
lunge,2,True,raise lunge
space,4,True,raise slate spade space
avail,3,True,raise tidal avail
short,2,True,raise short
slurp,3,True,raise short slurp
loyal,4,True,raise float local loyal
flirt,3,True,raise print flirt
pizza,4,True,raise tidal ninja pizza
conch,4,True,raise mulch notch conch
tempo,4,True,raise betel depth tempo
droop,4,True,raise court prong droop
plate,3,True,raise blade plate
bible,4,True,raise binge biome bible
plunk,4,True,raise mulch flunk plunk
afoul,3,True,raise float afoul
savoy,3,True,raise salon savoy
steep,3,True,raise spelt steep
agile,3,True,raise alike agile
stake,4,True,raise slate stage stake
dwell,4,True,raise betel quell dwell
knave,4,True,raise blade weave knave
beard,4,True,raise alert yearn beard
arose,2,True,raise arose
motif,4,True,raise pilot toxin motif
smash,3,True,raise slash smash
broil,4,True,raise droit groin broil
glare,3,True,raise grace glare
shove,5,True,raise stone scope smoke shove
baggy,3,True,raise tangy baggy
mammy,4,True,raise tangy bawdy mammy
swamp,3,True,raise stalk swamp
along,4,True,raise float aloud along
rugby,3,True,raise ruddy rugby
wager,4,True,raise taper lager wager
quack,5,True,raise float aback whack quack
squat,3,True,raise stalk squat
snaky,3,True,raise stalk snaky
debit,4,True,raise linen fetid debit
mange,4,True,raise cable gauze mange
skate,3,True,raise slate skate
ninth,4,True,raise pilot width ninth
joust,3,True,raise floss joust
tramp,5,True,raise adorn tract trawl tramp
spurn,4,True,raise short slurp spurn
medal,4,True,raise cleat pedal medal
micro,4,True,raise droit vigor micro
rebel,3,True,raise ruler rebel
flank,4,True,raise float flack flank
learn,4,True,raise alert pearl learn
nadir,3,True,raise tapir nadir
maple,4,True,raise cable eagle maple
comfy,3,True,raise mulch comfy
remit,3,True,raise rivet remit
gruff,4,True,raise court wrung gruff
ester,3,True,raise sheer ester
least,2,True,raise least
mogul,4,True,raise mulch moult mogul
fetch,4,True,raise betel jetty fetch
cause,3,True,raise pause cause
oaken,4,True,raise navel taken oaken
aglow,4,True,raise float koala aglow
meaty,4,True,raise cleat heath meaty
gaffe,4,True,raise cable gauze gaffe
shyly,4,True,raise stunk scowl shyly
racer,3,True,raise ramen racer
prowl,5,True,raise court prong proxy prowl
thief,3,True,raise edict thief
stern,3,True,raise sheer stern
poesy,4,True,raise chest bless poesy
rocky,4,True,raise ruddy roomy rocky
tweet,4,True,raise betel tweed tweet
waist,3,True,raise daisy waist
spire,3,True,raise shire spire
grope,3,True,raise trope grope
havoc,5,True,raise tangy macaw caulk havoc
patsy,3,True,raise salsa patsy
truly,3,True,raise court truly
forty,4,True,raise court forth forty
deity,3,True,raise edict deity
uncle,3,True,raise lunge uncle
swish,4,True,raise hoist whisk swish
giver,4,True,raise diner liver giver
preen,4,True,raise deter creep preen
bevel,3,True,raise betel bevel
lemur,3,True,raise deter lemur
draft,4,True,raise adorn drawl draft
slope,4,True,raise stone scope slope
annoy,4,True,raise float comma annoy
lingo,3,True,raise pilot lingo
bleak,4,True,raise cleat glean bleak
ditty,4,True,raise pilot width ditty
curly,3,True,raise court curly
cedar,3,True,raise alert cedar
dirge,3,True,raise fibre dirge
grown,4,True,raise court prong grown
horde,4,True,raise trope forge horde
drool,5,True,raise court prong droll drool
shuck,4,True,raise stunk skulk shuck
crypt,3,True,raise court crypt
cumin,4,True,raise pilot cynic cumin
stock,3,True,raise stunk stock
gravy,4,True,raise adorn tract gravy
locus,5,True,raise stunk pushy focus locus
wider,3,True,raise diner wider
breed,4,True,raise deter creed breed
quite,3,True,raise utile quite
chafe,5,True,raise blade weave agate chafe
cache,4,True,raise cable canoe cache
blimp,4,True,raise glint flick blimp
deign,3,True,raise edict deign
fiend,3,True,raise linen fiend
logic,3,True,raise pilot logic
cheap,3,True,raise cleat cheap
elide,4,True,raise utile glide elide
rigid,3,True,raise robin rigid
false,4,True,raise pause masse false
renal,4,True,raise relay regal renal
pence,4,True,raise lunge penne pence
rowdy,3,True,raise ruddy rowdy
shoot,4,True,raise stunk sooth shoot
blaze,3,True,raise blade blaze
envoy,4,True,raise betel enjoy envoy
posse,5,True,raise loose house copse posse
brief,4,True,raise fried grief brief
never,3,True,raise deter never
abort,4,True,raise adorn agora abort
mouse,4,True,raise loose house mouse
mucky,3,True,raise mulch mucky
sulky,3,True,raise stunk sulky
fiery,3,True,raise diner fiery
media,3,True,raise ideal media
trunk,4,True,raise court truly trunk
yeast,3,True,raise least yeast
clear,3,True,raise alert clear
skunk,3,True,raise stunk skunk
scalp,4,True,raise stalk scald scalp
bitty,5,True,raise pilot width kitty bitty
cider,4,True,raise diner wider cider
koala,3,True,raise float koala
duvet,4,True,raise betel unmet duvet
segue,3,True,raise stone segue
creme,3,True,raise trope creme
super,5,True,raise sheer sower surer super
grill,3,True,raise print grill
after,3,True,raise alert after
owner,4,True,raise deter cower owner
ember,4,True,raise deter queer ember
reach,4,True,raise relay react reach
nobly,4,True,raise mulch blown nobly
empty,3,True,raise betel empty
speed,4,True,raise spelt spend speed
gipsy,3,True,raise tipsy gipsy
recur,3,True,raise ruler recur
smock,4,True,raise stunk shock smock
dread,4,True,raise alert dream dread
merge,4,True,raise trope nerve merge
burst,3,True,raise crust burst
kappa,4,True,raise tangy macaw kappa
amity,3,True,raise align amity
shaky,4,True,raise stalk snaky shaky
hover,4,True,raise deter cower hover
carol,3,True,raise party carol
snort,4,True,raise short sport snort
synod,4,True,raise stunk shown synod
faint,2,True,raise faint
haunt,4,True,raise tangy jaunt haunt
flour,4,True,raise court furor flour
chair,3,True,raise trail chair
detox,5,True,raise betel jetty fetch detox
shrew,3,True,raise sheer shrew
tense,4,True,raise loose dense tense
plied,4,True,raise edict deign plied
quark,4,True,raise adorn chart quark
burly,4,True,raise court murky burly
novel,5,True,raise betel dowel hovel novel
waxen,4,True,raise navel taken waxen
stoic,2,True,raise stoic
jerky,5,True,raise deter merry perky jerky
blitz,3,True,raise glint blitz
beefy,4,True,raise betel beech beefy
lyric,3,True,raise droit lyric
hussy,3,True,raise floss hussy
towel,3,True,raise betel towel
quilt,4,True,raise glint built quilt
below,5,True,raise betel belly belch below
bingo,4,True,raise pilot dingo bingo
wispy,4,True,raise stoic fishy wispy
brash,4,True,raise crass trash brash
scone,3,True,raise stone scone
toast,4,True,raise slash coast toast
easel,2,True,raise easel
saucy,4,True,raise salon savvy saucy
value,4,True,raise cable halve value
spice,5,True,raise spine spike spite spice
honor,4,True,raise court donor honor
route,3,True,raise rogue route
sharp,3,True,raise strap sharp
bawdy,3,True,raise tangy bawdy
radii,3,True,raise radio radii
skull,3,True,raise stunk skull
phony,4,True,raise mulch whoop phony
issue,3,True,raise siege issue
lager,3,True,raise taper lager
swell,5,True,raise spelt shell smell swell
urine,4,True,raise tripe brine urine
gassy,3,True,raise salsa gassy
trial,4,True,raise briar triad trial
flora,3,True,raise adorn flora
upper,5,True,raise deter cower buyer upper
latch,6,True,raise tangy caput hatch watch latch
wight,5,True,raise pilot night might wight
brick,5,True,raise print grill crick brick
retry,4,True,raise ruler retro retry
holly,3,True,raise mulch holly
decal,4,True,raise cleat fecal decal
grass,4,True,raise crass brass grass
shack,4,True,raise stalk shank shack
dogma,4,True,raise float comma dogma
mover,6,True,raise deter cower hover lover mover
defer,3,True,raise deter defer
sober,4,True,raise sheer sower sober
optic,3,True,raise pilot optic
crier,3,True,raise fried crier
vying,5,True,raise glint doing icing vying
nomad,4,True,raise float gonad nomad
flute,5,True,raise lunge flume fluke flute
hippo,3,True,raise pilot hippo
shark,4,True,raise strap shard shark
drier,3,True,raise fried drier
obese,3,True,raise loose obese
bugle,3,True,raise lunge bugle
tawny,3,True,raise tangy tawny
chalk,4,True,raise float qualm chalk
feast,4,True,raise least yeast feast
ruddy,2,True,raise ruddy
pedal,3,True,raise cleat pedal
scarf,4,True,raise strap shard scarf
cruel,4,True,raise deter gruel cruel
bleat,4,True,raise cleat pleat bleat
tidal,2,True,raise tidal
slush,3,True,raise floss slush
semen,4,True,raise spelt seven semen
windy,3,True,raise pilot windy
dusty,6,True,raise stunk lusty musty gusty dusty
sally,3,True,raise salon sally
igloo,3,True,raise pilot igloo
nerdy,3,True,raise deter nerdy
jewel,4,True,raise betel level jewel
shone,4,True,raise stone scone shone
whale,4,True,raise blade leave whale
hymen,4,True,raise betel woven hymen
abuse,4,True,raise cease amuse abuse
fugue,3,True,raise lunge fugue
elbow,3,True,raise betel elbow
crumb,4,True,raise court crump crumb
pansy,4,True,raise salsa patsy pansy
welsh,3,True,raise chest welsh
syrup,4,True,raise short scrub syrup
terse,4,True,raise purse verse terse
suave,5,True,raise slate spade shake suave
gamut,3,True,raise tangy gamut
swung,4,True,raise stunk slung swung
drake,3,True,raise grace drake
freed,5,True,raise deter creed breed freed
afire,2,True,raise afire
shirt,3,True,raise shirk shirt
grout,4,True,raise court trout grout
oddly,5,True,raise mulch blown lofty oddly
tithe,4,True,raise binge tilde tithe
plaid,3,True,raise tidal plaid
dummy,4,True,raise mulch dumpy dummy
broom,5,True,raise court prong droll broom
blind,4,True,raise glint blink blind
torch,3,True,raise court torch
enemy,3,True,raise betel enemy
again,4,True,raise tidal khaki again
tying,3,True,raise glint tying
pesky,3,True,raise spelt pesky
alter,3,True,raise alert alter
gazer,5,True,raise taper lager gamer gazer
noble,3,True,raise lunge noble
ethos,4,True,raise spelt zesty ethos
bride,5,True,raise tripe brine bribe bride
extol,3,True,raise betel extol
decor,4,True,raise deter demur decor
hobby,4,True,raise mulch whoop hobby
beast,5,True,raise least yeast feast beast
idiom,4,True,raise glint quick idiom
utter,4,True,raise deter outer utter
these,4,True,raise loose dense these
sixth,3,True,raise stoic sixth
alarm,3,True,raise adorn alarm
erase,3,True,raise arose erase
elegy,3,True,raise betel elegy
spunk,4,True,raise stunk skunk spunk
piper,6,True,raise diner liver fixer tiger piper
scaly,5,True,raise stalk scald scalp scaly
scold,4,True,raise stunk scowl scold
hefty,4,True,raise betel depth hefty
chick,4,True,raise glint quick chick
sooty,4,True,raise stunk sooth sooty
canal,4,True,raise tangy banal canal
whiny,3,True,raise glint whiny
slash,2,True,raise slash
quake,6,True,raise blade weave agate chafe quake
joint,4,True,raise glint point joint
swept,3,True,raise spelt swept
prude,3,True,raise trope prude
heavy,4,True,raise cleat beady heavy
wield,5,True,raise linen yield field wield
femme,4,True,raise lunge theme femme
lasso,3,True,raise salsa lasso
maize,3,True,raise waive maize
shale,3,True,raise slate shale
screw,3,True,raise sheer screw
spree,2,True,raise spree
smoky,3,True,raise stunk smoky
whiff,5,True,raise glint quick idiom whiff
scent,4,True,raise spelt sweet scent
glade,3,True,raise blade glade
spent,3,True,raise spelt spent
prism,3,True,raise brisk prism
stoke,5,True,raise stone stove stole stoke
riper,3,True,raise rivet riper
orbit,3,True,raise droit orbit
cocoa,4,True,raise float comma cocoa
guilt,3,True,raise glint guilt
humus,4,True,raise stunk pushy humus
shush,4,True,raise floss hussy shush
table,3,True,raise cable table
smirk,3,True,raise shirk smirk
wrong,4,True,raise court prong wrong
noisy,3,True,raise hoist noisy
alert,2,True,raise alert
shiny,5,True,raise stink suing spiny shiny
elate,4,True,raise blade plate elate
resin,3,True,raise risen resin
whole,4,True,raise lunge clove whole
hunch,4,True,raise mulch butch hunch
pixel,4,True,raise linen filet pixel
polar,4,True,raise adorn molar polar
hotel,3,True,raise betel hotel
sword,4,True,raise short scorn sword
cleat,2,True,raise cleat
mango,4,True,raise tangy manga mango
rumba,3,True,raise royal rumba
puffy,6,True,raise mulch pudgy putty puppy puffy
filly,4,True,raise pilot filmy filly
billy,5,True,raise pilot filmy dilly billy
leash,3,True,raise least leash
clout,4,True,raise mulch could clout
dance,3,True,raise cable dance
ovate,4,True,raise blade weave ovate
facet,4,True,raise navel matey facet
chili,5,True,raise glint chill child chili
paint,3,True,raise faint paint
liner,4,True,raise diner finer liner
curio,3,True,raise droit curio
salty,4,True,raise salon sally salty
audio,3,True,raise tidal audio
snake,5,True,raise slate spade shake snake
fable,4,True,raise cable table fable
cloak,3,True,raise float cloak
navel,2,True,raise navel
spurt,3,True,raise short spurt
pesto,3,True,raise spelt pesto
balmy,4,True,raise tangy bawdy balmy
flash,3,True,raise slash flash
unwed,4,True,raise betel woven unwed
early,3,True,raise taper early
churn,3,True,raise court churn
weedy,4,True,raise betel needy weedy
stump,4,True,raise stunk study stump
lease,4,True,raise cease tease lease
witty,4,True,raise pilot width witty
wimpy,4,True,raise pilot hippy wimpy
spoof,4,True,raise stunk scowl spoof
saner,3,True,raise safer saner
blend,3,True,raise betel blend
salsa,2,True,raise salsa
thick,3,True,raise glint thick
warty,3,True,raise party warty
manic,3,True,raise panic manic
blare,3,True,raise grace blare
squib,3,True,raise stoic squib
spoon,4,True,raise stunk shown spoon
probe,5,True,raise trope prove prone probe
crepe,3,True,raise trope crepe
knack,6,True,raise float aback whack quack knack
force,4,True,raise trope forge force
debut,3,True,raise betel debut
order,4,True,raise deter udder order
haste,5,True,raise caste waste paste haste
teeth,3,True,raise betel teeth
agent,4,True,raise cleat adept agent
widen,4,True,raise linen given widen
icily,4,True,raise glint chill icily
slice,5,True,raise spine smile slide slice
ingot,3,True,raise pilot ingot
clash,4,True,raise slash flash clash
juror,4,True,raise court furor juror
blood,4,True,raise mulch blown blood
abode,3,True,raise blade abode
throw,4,True,raise court throb throw
unity,3,True,raise glint unity
pivot,3,True,raise pilot pivot
slept,3,True,raise spelt slept
troop,4,True,raise court throb troop
spare,6,True,raise scare snare stare share spare
sewer,4,True,raise sheer sever sewer
parse,2,True,raise parse
morph,4,True,raise court donor morph
cacti,3,True,raise panic cacti
tacky,4,True,raise tangy tatty tacky
spool,4,True,raise stunk scowl spool
demon,4,True,raise betel decoy demon
moody,4,True,raise mulch motto moody
annex,4,True,raise cleat beady annex
begin,3,True,raise linen begin
fuzzy,5,True,raise mulch pudgy funny fuzzy
patch,4,True,raise tangy caput patch
water,6,False,raise taper cater hater eater later
lumpy,3,True,raise mulch lumpy
admin,4,True,raise tidal aphid admin
omega,4,True,raise cleat enema omega
limit,4,True,raise pilot light limit
tabby,5,True,raise tangy tatty tacky tabby
macho,4,True,raise tangy macaw macho
aisle,2,True,raise aisle
skiff,5,True,raise stink skill skimp skiff
basis,4,True,raise basic basin basis
plank,4,True,raise float black plank
verge,4,True,raise trope nerve verge
botch,4,True,raise mulch notch botch
crawl,6,True,raise adorn tract crazy cramp crawl
lousy,3,True,raise floss lousy
slain,3,True,raise snail slain
cubic,4,True,raise pilot cynic cubic
raise,1,True,raise
wrack,4,True,raise adorn tract wrack
guide,3,True,raise utile guide
foist,5,True,raise hoist moist joist foist
cameo,4,True,raise navel matey cameo
under,4,True,raise deter udder under
actor,4,True,raise adorn arbor actor
revue,3,True,raise rogue revue
fraud,4,True,raise adorn drawl fraud
harpy,3,True,raise party harpy
scoop,4,True,raise stunk scowl scoop
climb,4,True,raise glint flick climb
refer,4,True,raise ruler rover refer
olden,4,True,raise betel golem olden
clerk,4,True,raise deter query clerk
debar,4,True,raise alert cedar debar
tally,6,True,raise tangy tatty tacky tabby tally
ethic,4,True,raise linen fetid ethic
cairn,3,True,raise hairy cairn
tulle,3,True,raise lunge tulle
ghoul,3,True,raise mulch ghoul
hilly,6,True,raise pilot filmy dilly billy hilly
crude,4,True,raise trope creme crude
apart,4,True,raise adorn alarm apart
scale,4,True,raise slate shale scale
older,5,True,raise deter udder order older
plain,4,True,raise tidal claim plain
sperm,4,True,raise sheer stern sperm
briny,5,True,raise print bring brink briny
abbot,3,True,raise float abbot
rerun,3,True,raise ruler rerun
quest,4,True,raise chest guest quest
crisp,4,True,raise brisk prism crisp
bound,5,True,raise mulch pound found bound
befit,4,True,raise linen fetid befit
drawn,3,True,raise adorn drawn
suite,5,True,raise spine smile seize suite
itchy,4,True,raise pilot tunic itchy
cheer,5,True,raise deter queer freer cheer
bagel,4,True,raise navel label bagel
guess,4,True,raise chest bless guess
broad,3,True,raise adorn broad
axiom,4,True,raise align amity axiom
chard,3,True,raise adorn chard
caput,3,True,raise tangy caput
leant,3,True,raise cleat leant
harsh,3,True,raise marsh harsh
curse,4,True,raise purse nurse curse
proud,5,True,raise court furor group proud
swing,4,True,raise stink suing swing
opine,3,True,raise utile opine
taste,6,True,raise caste waste paste haste taste
lupus,4,True,raise stunk pushy lupus
gumbo,5,True,raise mulch dumpy jumbo gumbo
miner,5,True,raise diner finer liner miner
green,4,True,raise deter creep green
chasm,3,True,raise slash chasm
lipid,3,True,raise pilot lipid
topic,4,True,raise pilot optic topic
armor,4,True,raise adorn arbor armor
brush,3,True,raise crust brush
crane,6,True,raise grace crate craze crave crane
mural,4,True,raise adorn tract mural
abled,4,True,raise cleat fella abled
habit,5,True,raise panic maxim valid habit
bossy,3,True,raise floss bossy
maker,5,True,raise taper lager baker maker
dusky,5,True,raise stunk musky husky dusky
dizzy,4,True,raise pilot windy dizzy
lithe,4,True,raise binge tilde lithe
brook,6,True,raise court prong droll broom brook
jazzy,5,True,raise tangy bawdy mammy jazzy
