answer,num_guesses,won,guesses
alive,3,True,raise alike alive
beech,3,True,raise denet beech
jetty,4,True,raise denet lefty jetty
bliss,3,True,raise hoist bliss
vocal,4,True,raise clout focal vocal
often,3,True,raise denet often
dolly,5,True,raise mulch folly jolly dolly
eight,4,True,raise lined piety eight
joker,6,True,raise deter womby cover poker joker
since,3,True,raise siege since
event,3,True,raise denet event
ensue,3,True,raise stone ensue
shunt,3,True,raise pluot shunt
diver,4,True,raise lined wider diver
poser,4,True,raise sheer loser poser
worst,3,True,raise crust worst
sweep,3,True,raise spelt sweep
alley,3,True,raise tepal alley
creed,3,True,raise deter creed
anime,3,True,raise alike anime
leafy,4,True,raise tepal leaky leafy
bosom,4,True,raise pluot shook bosom
dunce,4,True,raise nould undue dunce
stare,4,True,raise scare snare stare
pudgy,3,True,raise mulch pudgy
waive,2,True,raise waive
choir,4,True,raise glout ivory choir
stood,3,True,raise pluot stood
spoke,4,True,raise stone scope spoke
outgo,4,True,raise mulch pudgy outgo
delay,3,True,raise tepal delay
bilge,3,True,raise lingo bilge
ideal,2,True,raise ideal
clasp,4,True,raise shalt class clasp
seize,4,True,raise spine smile seize
hotly,3,True,raise mulch hotly
laugh,4,True,raise cyton gamma laugh
sieve,3,True,raise siege sieve
block,5,True,raise mulch clock flock block
meant,4,True,raise tepal heath meant
grape,4,True,raise bract drape grape
noose,4,True,raise loose goose noose
hardy,4,True,raise compt harry hardy
shied,3,True,raise spiel shied
drawl,3,True,raise tronc drawl
daisy,2,True,raise daisy
putty,4,True,raise mulch pudgy putty
strut,3,True,raise poynt strut
burnt,3,True,raise count burnt
tulip,3,True,raise ponty tulip
crick,3,True,raise crypt crick
idyll,3,True,raise ponty idyll
vixen,4,True,raise lined given vixen
furor,3,True,raise count furor
geeky,4,True,raise denet beech geeky
cough,3,True,raise mulch cough
naive,3,True,raise waive naive
shoal,4,True,raise clapt usual shoal
stork,3,True,raise poynt stork
bathe,3,True,raise gulch bathe
aunty,3,True,raise clout aunty
check,4,True,raise denet whelp check
prime,6,True,raise tripe pride prize price prime
brass,3,True,raise crass brass
outer,3,True,raise deter outer
furry,3,True,raise count furry
razor,4,True,raise randy rajah razor
elect,3,True,raise denet elect
evict,3,True,raise edict evict
imply,4,True,raise ponty hippy imply
demur,3,True,raise deter demur
quota,3,True,raise clout quota
haven,3,True,raise navel haven
cavil,4,True,raise panic tacit cavil
swear,3,True,raise smear swear
crump,3,True,raise count crump
dough,5,True,raise mulch youth bough dough
gavel,3,True,raise navel gavel
wagon,3,True,raise cyton wagon
salon,2,True,raise salon
nudge,3,True,raise nould nudge
harem,4,True,raise empty gamer harem
pitch,3,True,raise ponty pitch
sworn,4,True,raise poynt scorn sworn
pupil,3,True,raise ponty pupil
excel,4,True,raise denet cheek excel
stony,3,True,raise pluot stony
cabin,3,True,raise panic cabin
unzip,3,True,raise ponty unzip
queen,4,True,raise denet kneel queen
trout,3,True,raise count trout
polyp,4,True,raise mulch folly polyp
earth,3,True,raise empty earth
storm,4,True,raise poynt stork storm
until,4,True,raise ponty unfit until
taper,3,True,raise empty taper
enter,3,True,raise deter enter
child,4,True,raise clint chill child
adopt,3,True,raise clout adopt
minor,3,True,raise glout minor
fatty,6,True,raise cyton batty patty tatty fatty
husky,4,True,raise pluot mushy husky
brave,4,True,raise bract brake brave
filet,3,True,raise lined filet
slime,4,True,raise spine smile slime
glint,4,True,raise clint flint glint
tread,3,True,raise blert tread
steal,4,True,raise steak stead steal
regal,3,True,raise relay regal
guest,3,True,raise chest guest
every,3,True,raise deter every
murky,4,True,raise count furry murky
share,5,True,raise scare snare stare share
spore,3,True,raise spree spore
hoist,2,True,raise hoist
buxom,4,True,raise mulch dumpy buxom
inner,3,True,raise lined inner
otter,4,True,raise deter outer otter
dimly,4,True,raise ponty filmy dimly
level,4,True,raise denet bevel level
sumac,4,True,raise clapt scuba sumac
donut,4,True,raise mulch pound donut
stilt,4,True,raise knelt spilt stilt
arena,4,True,raise blert creak arena
sheet,4,True,raise spelt sweet sheet
scrub,4,True,raise poynt shrub scrub
fancy,3,True,raise cyton fancy
slimy,3,True,raise knelt slimy
pearl,3,True,raise blert pearl
silly,4,True,raise shout silky silly
porch,3,True,raise count porch
dingo,3,True,raise ponty dingo
sepia,2,True,raise sepia
amble,3,True,raise plant amble
shady,3,True,raise clapt shady
bread,4,True,raise blert break bread
friar,3,True,raise briar friar
reign,2,True,raise reign
dairy,4,True,raise hairy fairy dairy
quill,4,True,raise clint guild quill
cross,3,True,raise crust cross
brood,4,True,raise count droop brood
tuber,3,True,raise deter tuber
shear,4,True,raise smear swear shear
posit,3,True,raise shout posit
blank,4,True,raise clout plank blank
villa,4,True,raise alant lilac villa
shank,4,True,raise clapt shady shank
piggy,4,True,raise ponty picky piggy
freak,4,True,raise blert creak freak
which,4,True,raise clint quick which
among,3,True,raise clout among
fecal,4,True,raise tepal decal fecal
shell,3,True,raise spelt shell
would,4,True,raise mulch flunk would
algae,3,True,raise plant algae
large,4,True,raise farce barge large
rabbi,3,True,raise radio rabbi
agony,4,True,raise clout among agony
amuse,3,True,raise cease amuse
bushy,4,True,raise pluot mushy bushy
copse,4,True,raise loose house copse
swoon,4,True,raise pluot shook swoon
knife,3,True,raise cloth knife
pouch,5,True,raise mulch vouch couch pouch
ascot,3,True,raise clapt ascot
plane,3,True,raise plant plane
crown,3,True,raise count crown
urban,4,True,raise tronc brawn urban
snide,3,True,raise spine snide
relay,2,True,raise relay
abide,4,True,raise alike anime abide
viola,4,True,raise alant lilac viola
rajah,3,True,raise randy rajah
straw,4,True,raise clapt stray straw
dilly,4,True,raise ponty filmy dilly
crash,3,True,raise crass crash
amass,3,True,raise shalt amass
third,4,True,raise crypt twirl third
trick,3,True,raise crypt trick
tutor,3,True,raise count tutor
woody,4,True,raise mulch goody woody
blurb,3,True,raise count blurb
grief,3,True,raise fried grief
disco,3,True,raise shout disco
where,4,True,raise prong there where
sassy,3,True,raise salsa sassy
beach,4,True,raise tepal beady beach
sauna,3,True,raise salon sauna
comic,3,True,raise ponty comic
clued,4,True,raise denet model clued
creep,3,True,raise deter creep
caste,2,True,raise caste
graze,5,True,raise bract drape grave graze
snuff,4,True,raise pluot snuck snuff
frock,3,True,raise count frock
gonad,3,True,raise clout gonad
drunk,4,True,raise count wrung drunk
prong,3,True,raise count prong
lurid,3,True,raise glout lurid
steel,3,True,raise spelt steel
halve,3,True,raise gulch halve
buyer,4,True,raise deter womby buyer
vinyl,4,True,raise ponty cynic vinyl
utile,3,True,raise cloth utile
smell,4,True,raise spelt shell smell
adage,5,True,raise plant awake amaze adage
worry,4,True,raise count dowry worry
tasty,4,True,raise salon hasty tasty
local,5,True,raise clout focal vocal local
trade,4,True,raise bract grate trade
finch,5,True,raise ponty cinch winch finch
ashen,3,True,raise steak ashen
modal,3,True,raise clout modal
gaunt,5,True,raise cyton jaunt taunt gaunt
clove,4,True,raise nould glove clove
enact,3,True,raise tepal enact
adorn,3,True,raise tronc adorn
roast,2,True,raise roast
speck,4,True,raise spelt spend speck
sheik,3,True,raise islet sheik
missy,4,True,raise tipsy sissy missy
grunt,3,True,raise count grunt
snoop,3,True,raise pluot snoop
party,3,True,raise compt party
touch,6,True,raise mulch vouch couch pouch touch
mafia,4,True,raise panic maxim mafia
emcee,4,True,raise nould theme emcee
array,4,True,raise tronc drawl array
south,3,True,raise pluot south
vapid,3,True,raise panic vapid
jelly,4,True,raise denet belch jelly
skulk,3,True,raise pluot skulk
angst,3,True,raise shalt angst
tubal,3,True,raise clout tubal
lower,5,True,raise deter womby power lower
crest,3,True,raise cress crest
sweat,3,True,raise steak sweat
cyber,5,True,raise deter womby buyer cyber
adore,4,True,raise bract azure adore
tardy,3,True,raise compt tardy
swami,3,True,raise snail swami
notch,3,True,raise mulch notch
groom,4,True,raise count droop groom
roach,3,True,raise royal roach
hitch,4,True,raise ponty limit hitch
young,4,True,raise mulch pound young
align,2,True,raise align
ready,3,True,raise relay ready
frond,4,True,raise count prong frond
strap,3,True,raise clapt strap
puree,3,True,raise prong puree
realm,3,True,raise relay realm
venue,3,True,raise nould venue
swarm,4,True,raise clapt shard swarm
offer,4,True,raise deter womby offer
seven,3,True,raise spelt seven
dryer,3,True,raise deter dryer
diary,3,True,raise trail diary
dryly,4,True,raise count wryly dryly
drank,4,True,raise tronc brand drank
acrid,3,True,raise trail acrid
heady,4,True,raise tepal beady heady
theta,3,True,raise tepal theta
junto,4,True,raise mulch pudgy junto
pixie,4,True,raise lingo pique pixie
quoth,3,True,raise mulch quoth
bonus,4,True,raise pluot focus bonus
shalt,3,True,raise clapt shalt
penne,3,True,raise nould penne
amend,4,True,raise tepal enema amend
datum,3,True,raise cyton datum
build,4,True,raise clint guild build
piano,3,True,raise alant piano
shelf,4,True,raise spelt shell shelf
lodge,3,True,raise nould lodge
suing,4,True,raise knelt using suing
rearm,4,True,raise relay react rearm
coral,3,True,raise tronc coral
ramen,2,True,raise ramen
worth,4,True,raise count forth worth
psalm,3,True,raise clapt psalm
infer,4,True,raise lined inter infer
overt,4,True,raise deter crept overt
mayor,5,True,raise compt major manor mayor
ovoid,4,True,raise ponty widow ovoid
glide,3,True,raise cloth glide
usage,3,True,raise slate usage
poise,2,True,raise poise
randy,2,True,raise randy
chuck,3,True,raise mulch chuck
prank,4,True,raise tronc brand prank
fishy,3,True,raise shout fishy
tooth,3,True,raise mulch tooth
ether,3,True,raise deter ether
drove,4,True,raise prong trove drove
idler,3,True,raise lined idler
swath,4,True,raise clapt stand swath
stint,3,True,raise knelt stint
while,3,True,raise cloth while
begat,3,True,raise tepal begat
apply,4,True,raise clout amply apply
slang,3,True,raise clapt slang
tarot,3,True,raise compt tarot
radar,3,True,raise randy radar
credo,3,True,raise deter credo
aware,4,True,raise bract glare aware
canon,3,True,raise cyton canon
shift,4,True,raise knelt swift shift
timer,4,True,raise lined tiger timer
bylaw,4,True,raise clout amply bylaw
serum,3,True,raise sheer serum
three,4,True,raise prong there three
steak,2,True,raise steak
iliac,3,True,raise align iliac
shirk,2,True,raise shirk
blunt,4,True,raise mulch flunk blunt
puppy,5,True,raise mulch pudgy putty puppy
penal,3,True,raise tepal penal
joist,4,True,raise hoist moist joist
bunny,5,True,raise mulch pudgy funny bunny
shape,4,True,raise slate spade shape
beget,3,True,raise denet beget
wheel,4,True,raise denet cheek wheel
adept,3,True,raise tepal adept
stunt,4,True,raise pluot shunt stunt
stole,4,True,raise stone stove stole
topaz,4,True,raise clout today topaz
chore,3,True,raise prong chore
fluke,4,True,raise nould flume fluke
afoot,4,True,raise clout adopt afoot
bloat,5,True,raise clout aloft gloat bloat
bully,3,True,raise mulch bully
dense,3,True,raise loose dense
caper,4,True,raise empty paper caper
sneer,3,True,raise sheer sneer
boxer,4,True,raise deter womby boxer
jumbo,4,True,raise mulch dumpy jumbo
lunge,3,True,raise nould lunge
space,4,True,raise slate spade space
avail,3,True,raise alant avail
short,3,True,raise poynt short
slurp,4,True,raise poynt usurp slurp
loyal,4,True,raise clout modal loyal
flirt,3,True,raise crypt flirt
pizza,3,True,raise alant pizza
conch,4,True,raise mulch notch conch
tempo,4,True,raise denet lefty tempo
droop,3,True,raise count droop
plate,3,True,raise plant plate
bible,4,True,raise lingo tilde bible
plunk,4,True,raise mulch flunk plunk
afoul,3,True,raise clout afoul
savoy,3,True,raise salon savoy
steep,3,True,raise spelt steep
agile,3,True,raise alike agile
stake,4,True,raise slate stage stake
dwell,3,True,raise denet dwell
knave,3,True,raise plant knave
beard,3,True,raise blert beard
arose,2,True,raise arose
motif,4,True,raise ponty vomit motif
smash,3,True,raise shalt smash
broil,3,True,raise glout broil
glare,3,True,raise bract glare
shove,5,True,raise stone scope smoke shove
baggy,4,True,raise cyton badly baggy
mammy,5,True,raise cyton badly gawky mammy
swamp,4,True,raise clapt spawn swamp
along,3,True,raise clout along
rugby,3,True,raise ruddy rugby
wager,3,True,raise empty wager
quack,3,True,raise clout quack
squat,3,True,raise clapt squat
snaky,4,True,raise clapt shady snaky
debit,3,True,raise lined debit
mange,4,True,raise gulch badge mange
skate,3,True,raise slate skate
ninth,3,True,raise ponty ninth
joust,3,True,raise floss joust
tramp,4,True,raise tronc trawl tramp
spurn,3,True,raise poynt spurn
medal,4,True,raise tepal decal medal
micro,4,True,raise glout minor micro
rebel,3,True,raise ruler rebel
flank,5,True,raise clout plank blank flank
learn,4,True,raise blert pearl learn
nadir,3,True,raise tapir nadir
maple,4,True,raise gulch table maple
comfy,3,True,raise mulch comfy
remit,3,True,raise rivet remit
gruff,4,True,raise count blurb gruff
ester,3,True,raise sheer ester
least,2,True,raise least
mogul,4,True,raise mulch moult mogul
fetch,4,True,raise denet lefty fetch
cause,3,True,raise pause cause
oaken,4,True,raise navel taken oaken
aglow,4,True,raise clout modal aglow
meaty,4,True,raise tepal heath meaty
gaffe,3,True,raise gulch gaffe
shyly,3,True,raise pluot shyly
racer,3,True,raise ramen racer
prowl,5,True,raise count droop proxy prowl
thief,3,True,raise edict thief
stern,3,True,raise sheer stern
poesy,4,True,raise chest bless poesy
rocky,4,True,raise ruddy roomy rocky
tweet,4,True,raise denet fleet tweet
waist,3,True,raise daisy waist
spire,3,True,raise shire spire
grope,3,True,raise prong grope
havoc,3,True,raise cyton havoc
patsy,3,True,raise salsa patsy
truly,3,True,raise count truly
forty,4,True,raise count forth forty
deity,3,True,raise edict deity
uncle,3,True,raise nould uncle
swish,4,True,raise hoist whisk swish
giver,4,True,raise lined tiger giver
preen,4,True,raise deter creep preen
bevel,3,True,raise denet bevel
lemur,3,True,raise deter lemur
draft,3,True,raise tronc draft
slope,4,True,raise stone scope slope
annoy,4,True,raise clout gonad annoy
lingo,4,True,raise ponty dingo lingo
bleak,4,True,raise tepal glean bleak
ditty,4,True,raise ponty kitty ditty
curly,3,True,raise count curly
cedar,3,True,raise blert cedar
dirge,3,True,raise fibre dirge
grown,4,True,raise count frown grown
horde,4,True,raise prong force horde
drool,4,True,raise count droop drool
shuck,4,True,raise pluot snuck shuck
crypt,3,True,raise count crypt
cumin,3,True,raise ponty cumin
stock,4,True,raise pluot stony stock
gravy,4,True,raise tronc drawl gravy
locus,3,True,raise pluot locus
wider,3,True,raise lined wider
breed,4,True,raise deter creed breed
quite,4,True,raise cloth unite quite
chafe,5,True,raise plant awake evade chafe
cache,3,True,raise gulch cache
blimp,3,True,raise clint blimp
deign,3,True,raise edict deign
fiend,3,True,raise lined fiend
logic,4,True,raise ponty comic logic
cheap,3,True,raise tepal cheap
elide,4,True,raise cloth glide elide
rigid,3,True,raise robin rigid
false,4,True,raise pause masse false
renal,4,True,raise relay regal renal
pence,4,True,raise nould penne pence
rowdy,3,True,raise ruddy rowdy
shoot,3,True,raise pluot shoot
blaze,3,True,raise plant blaze
envoy,4,True,raise denet enjoy envoy
posse,5,True,raise loose house copse posse
brief,4,True,raise fried grief brief
never,3,True,raise deter never
abort,3,True,raise tronc abort
mouse,4,True,raise loose house mouse
mucky,3,True,raise mulch mucky
sulky,3,True,raise pluot sulky
fiery,3,True,raise lined fiery
media,3,True,raise ideal media
trunk,3,True,raise count trunk
yeast,3,True,raise least yeast
clear,3,True,raise blert clear
skunk,4,True,raise pluot snuck skunk
scalp,3,True,raise clapt scalp
bitty,5,True,raise ponty kitty ditty bitty
cider,4,True,raise lined wider cider
koala,4,True,raise clout modal koala
duvet,3,True,raise denet duvet
segue,3,True,raise stone segue
creme,4,True,raise prong truce creme
super,5,True,raise sheer sower surer super
grill,4,True,raise crypt drink grill
after,3,True,raise blert after
owner,4,True,raise deter womby owner
ember,4,True,raise deter queer ember
reach,4,True,raise relay react reach
nobly,4,True,raise mulch blown nobly
empty,3,True,raise denet empty
speed,4,True,raise spelt spend speed
gipsy,3,True,raise tipsy gipsy
recur,3,True,raise ruler recur
smock,4,True,raise pluot showy smock
dread,5,True,raise blert creak dream dread
merge,3,True,raise prong merge
burst,3,True,raise crust burst
kappa,4,True,raise cyton gamma kappa
amity,3,True,raise align amity
shaky,4,True,raise clapt shady shaky
hover,6,True,raise deter womby cover lover hover
carol,4,True,raise compt cargo carol
snort,3,True,raise poynt snort
synod,4,True,raise pluot shook synod
faint,2,True,raise faint
haunt,6,True,raise cyton jaunt taunt gaunt haunt
flour,4,True,raise count furor flour
chair,3,True,raise trail chair
detox,4,True,raise denet depth detox
shrew,3,True,raise sheer shrew
tense,4,True,raise loose dense tense
plied,4,True,raise edict deign plied
quark,4,True,raise tronc award quark
burly,5,True,raise count furry murky burly
novel,4,True,raise denet woven novel
waxen,4,True,raise navel taken waxen
stoic,3,True,raise shout stoic
jerky,5,True,raise deter merry perky jerky
blitz,3,True,raise clint blitz
beefy,4,True,raise denet beech beefy
lyric,3,True,raise glout lyric
hussy,3,True,raise floss hussy
towel,4,True,raise denet totem towel
quilt,4,True,raise clint built quilt
below,5,True,raise denet belch belly below
bingo,5,True,raise ponty dingo lingo bingo
wispy,3,True,raise shout wispy
brash,4,True,raise crass trash brash
scone,3,True,raise stone scone
toast,4,True,raise shalt coast toast
easel,2,True,raise easel
saucy,4,True,raise salon savvy saucy
value,3,True,raise gulch value
spice,5,True,raise spine spike spite spice
honor,4,True,raise count donor honor
route,3,True,raise rogue route
sharp,3,True,raise clapt sharp
bawdy,4,True,raise cyton badly bawdy
radii,3,True,raise radio radii
skull,4,True,raise pluot skulk skull
phony,4,True,raise mulch whoop phony
issue,3,True,raise siege issue
lager,4,True,raise empty wager lager
swell,5,True,raise spelt shell smell swell
urine,4,True,raise tripe brine urine
gassy,3,True,raise salsa gassy
trial,4,True,raise briar triad trial
flora,4,True,raise tronc agora flora
upper,5,True,raise deter womby ulcer upper
latch,5,True,raise cyton hatch watch latch
wight,4,True,raise ponty limit wight
brick,3,True,raise crypt brick
retry,4,True,raise ruler retro retry
holly,3,True,raise mulch holly
decal,3,True,raise tepal decal
grass,4,True,raise crass brass grass
shack,4,True,raise clapt smack shack
dogma,4,True,raise clout gonad dogma
mover,4,True,raise deter womby mover
defer,3,True,raise deter defer
sober,4,True,raise sheer sower sober
optic,3,True,raise ponty optic
crier,3,True,raise fried crier
vying,4,True,raise clint doing vying
nomad,4,True,raise clout gonad nomad
flute,5,True,raise nould flume fluke flute
hippo,3,True,raise ponty hippo
shark,4,True,raise clapt shard shark
drier,3,True,raise fried drier
obese,3,True,raise loose obese
bugle,3,True,raise nould bugle
tawny,4,True,raise cyton tangy tawny
chalk,3,True,raise clout chalk
feast,4,True,raise least yeast feast
ruddy,2,True,raise ruddy
pedal,4,True,raise tepal penal pedal
scarf,3,True,raise clapt scarf
cruel,4,True,raise deter gruel cruel
bleat,4,True,raise tepal eclat bleat
tidal,4,True,raise alant vital tidal
slush,3,True,raise floss slush
semen,4,True,raise spelt seven semen
windy,3,True,raise ponty windy
dusty,5,True,raise pluot musty gusty dusty
sally,3,True,raise salon sally
igloo,4,True,raise ponty widow igloo
nerdy,3,True,raise deter nerdy
jewel,4,True,raise denet bevel jewel
shone,4,True,raise stone scone shone
whale,4,True,raise plant leave whale
hymen,4,True,raise denet woven hymen
abuse,4,True,raise cease amuse abuse
fugue,4,True,raise nould queue fugue
elbow,4,True,raise denet whelp elbow
crumb,4,True,raise count crump crumb
pansy,4,True,raise salsa patsy pansy
welsh,3,True,raise chest welsh
syrup,3,True,raise poynt syrup
terse,4,True,raise purse verse terse
suave,5,True,raise slate spade shake suave
gamut,4,True,raise cyton fault gamut
swung,4,True,raise pluot snuck swung
drake,4,True,raise bract drape drake
freed,5,True,raise deter creed breed freed
afire,2,True,raise afire
shirt,3,True,raise shirk shirt
grout,4,True,raise count trout grout
oddly,5,True,raise mulch blown lofty oddly
tithe,4,True,raise lingo pique tithe
plaid,4,True,raise alant claim plaid
dummy,4,True,raise mulch dumpy dummy
broom,5,True,raise count droop groom broom
blind,4,True,raise clint blink blind
torch,3,True,raise count torch
enemy,3,True,raise denet enemy
again,3,True,raise alant again
tying,3,True,raise clint tying
pesky,3,True,raise spelt pesky
alter,3,True,raise blert alter
gazer,4,True,raise empty wager gazer
noble,3,True,raise nould noble
ethos,4,True,raise spelt zesty ethos
bride,5,True,raise tripe brine bribe bride
extol,4,True,raise denet empty extol
decor,4,True,raise deter demur decor
hobby,4,True,raise mulch whoop hobby
beast,5,True,raise least yeast feast beast
idiom,4,True,raise clint opium idiom
utter,4,True,raise deter outer utter
these,4,True,raise loose dense these
sixth,3,True,raise shout sixth
alarm,4,True,raise tronc award alarm
erase,3,True,raise arose erase
elegy,3,True,raise denet elegy
spunk,3,True,raise pluot spunk
piper,5,True,raise lined tiger fixer piper
scaly,4,True,raise clapt scald scaly
scold,3,True,raise pluot scold
hefty,4,True,raise denet lefty hefty
chick,3,True,raise clint chick
sooty,4,True,raise pluot stony sooty
canal,3,True,raise cyton canal
whiny,4,True,raise clint doing whiny
slash,3,True,raise shalt slash
quake,4,True,raise plant awake quake
joint,4,True,raise clint point joint
swept,3,True,raise spelt swept
prude,3,True,raise prong prude
heavy,4,True,raise tepal beady heavy
wield,5,True,raise lined yield field wield
femme,4,True,raise nould theme femme
lasso,3,True,raise salsa lasso
maize,3,True,raise waive maize
shale,3,True,raise slate shale
screw,3,True,raise sheer screw
spree,2,True,raise spree
smoky,4,True,raise pluot showy smoky
whiff,4,True,raise clint opium whiff
scent,4,True,raise spelt sweet scent
glade,5,True,raise plant blaze flame glade
spent,3,True,raise spelt spent
prism,3,True,raise brisk prism
stoke,5,True,raise stone stove stole stoke
riper,3,True,raise rivet riper
orbit,3,True,raise glout orbit
cocoa,4,True,raise clout comma cocoa
guilt,5,True,raise clint built quilt guilt
humus,4,True,raise pluot mushy humus
shush,4,True,raise floss hussy shush
table,3,True,raise gulch table
smirk,3,True,raise shirk smirk
wrong,4,True,raise count prong wrong
noisy,3,True,raise hoist noisy
alert,3,True,raise blert alert
shiny,5,True,raise knelt using spiny shiny
elate,3,True,raise plant elate
resin,3,True,raise risen resin
whole,3,True,raise nould whole
hunch,4,True,raise mulch butch hunch
pixel,4,True,raise lined filet pixel
polar,5,True,raise tronc borax molar polar
hotel,4,True,raise denet totem hotel
sword,4,True,raise poynt scour sword
cleat,4,True,raise tepal eclat cleat
mango,3,True,raise cyton mango
rumba,3,True,raise royal rumba
puffy,6,True,raise mulch pudgy putty puppy puffy
filly,4,True,raise ponty filmy filly
billy,5,True,raise ponty filmy dilly billy
leash,3,True,raise least leash
clout,4,True,raise mulch could clout
dance,3,True,raise gulch dance
ovate,4,True,raise plant abate ovate
facet,4,True,raise navel matey facet
chili,5,True,raise clint chill child chili
paint,3,True,raise faint paint
liner,3,True,raise lined liner
curio,3,True,raise glout curio
salty,4,True,raise salon sally salty
audio,4,True,raise alant aphid audio
snake,5,True,raise slate spade shake snake
fable,4,True,raise gulch table fable
cloak,3,True,raise clout cloak
navel,2,True,raise navel
spurt,3,True,raise poynt spurt
pesto,3,True,raise spelt pesto
balmy,4,True,raise cyton badly balmy
flash,3,True,raise shalt flash
unwed,4,True,raise denet unfed unwed
early,3,True,raise empty early
churn,3,True,raise count churn
weedy,3,True,raise denet weedy
stump,3,True,raise pluot stump
lease,4,True,raise cease tease lease
witty,6,True,raise ponty kitty ditty bitty witty
wimpy,4,True,raise ponty hippy wimpy
spoof,4,True,raise pluot snoop spoof
saner,3,True,raise safer saner
blend,3,True,raise denet blend
salsa,2,True,raise salsa
thick,3,True,raise clint thick
warty,4,True,raise compt tardy warty
manic,3,True,raise panic manic
blare,3,True,raise bract blare
squib,3,True,raise shout squib
spoon,4,True,raise pluot snoop spoon
probe,4,True,raise prong prove probe
crepe,3,True,raise prong crepe
knack,5,True,raise clout aback whack knack
force,3,True,raise prong force
debut,4,True,raise denet depot debut
order,4,True,raise deter udder order
haste,5,True,raise caste waste paste haste
teeth,3,True,raise denet teeth
agent,4,True,raise tepal enact agent
widen,3,True,raise lined widen
icily,3,True,raise clint icily
slice,5,True,raise spine smile slide slice
ingot,3,True,raise ponty ingot
clash,4,True,raise shalt flash clash
juror,4,True,raise count furor juror
blood,4,True,raise mulch blown blood
abode,4,True,raise plant adobe abode
throw,4,True,raise count throb throw
unity,3,True,raise clint unity
pivot,4,True,raise ponty pilot pivot
slept,3,True,raise spelt slept
troop,4,True,raise count throb troop
spare,6,True,raise scare snare stare share spare
sewer,4,True,raise sheer sever sewer
parse,2,True,raise parse
morph,5,True,raise count dowry forgo morph
cacti,3,True,raise panic cacti
tacky,3,True,raise cyton tacky
spool,3,True,raise pluot spool
demon,3,True,raise denet demon
moody,4,True,raise mulch motto moody
annex,4,True,raise tepal enema annex
begin,4,True,raise lined inept begin
fuzzy,5,True,raise mulch pudgy funny fuzzy
patch,6,True,raise cyton hatch watch latch patch
water,6,True,raise empty cater hater later water
lumpy,3,True,raise mulch lumpy
admin,3,True,raise alant admin
omega,4,True,raise tepal enema omega
limit,3,True,raise ponty limit
tabby,3,True,raise cyton tabby
macho,3,True,raise cyton macho
aisle,2,True,raise aisle
skiff,4,True,raise knelt skimp skiff
basis,4,True,raise basic basin basis
plank,3,True,raise clout plank
verge,4,True,raise prong merge verge
botch,4,True,raise mulch notch botch
crawl,4,True,raise tronc wrack crawl
lousy,3,True,raise floss lousy
slain,3,True,raise snail slain
cubic,4,True,raise ponty civil cubic
raise,1,True,raise
wrack,3,True,raise tronc wrack
guide,4,True,raise cloth knife guide
foist,5,True,raise hoist moist joist foist
cameo,4,True,raise navel matey cameo
under,4,True,raise deter udder under
actor,3,True,raise tronc actor
revue,3,True,raise rogue revue
fraud,4,True,raise tronc drawl fraud
harpy,3,True,raise compt harpy
scoop,4,True,raise pluot snoop scoop
climb,5,True,raise clint click cliff climb
refer,4,True,raise ruler rover refer
olden,4,True,raise denet unfed olden
clerk,4,True,raise deter query clerk
debar,3,True,raise blert debar
tally,4,True,raise cyton tabby tally
ethic,4,True,raise lined equip ethic
cairn,3,True,raise hairy cairn
tulle,4,True,raise nould bugle tulle
ghoul,3,True,raise mulch ghoul
hilly,6,True,raise ponty filmy dilly billy hilly
crude,4,True,raise prong truce crude
apart,4,True,raise tronc altar apart
scale,4,True,raise slate shale scale
older,5,True,raise deter udder order older
plain,3,True,raise alant plain
sperm,4,True,raise sheer stern sperm
briny,3,True,raise crypt briny
abbot,3,True,raise clout abbot
rerun,3,True,raise ruler rerun
quest,4,True,raise chest guest quest
crisp,4,True,raise brisk prism crisp
bound,5,True,raise mulch pound found bound
befit,4,True,raise lined equip befit
drawn,4,True,raise tronc brawn drawn
suite,5,True,raise spine smile seize suite
itchy,3,True,raise ponty itchy
cheer,5,True,raise deter queer freer cheer
bagel,4,True,raise navel label bagel
guess,4,True,raise chest bless guess
broad,4,True,raise tronc aroma broad
axiom,4,True,raise align amity axiom
chard,4,True,raise tronc charm chard
caput,3,True,raise cyton caput
leant,4,True,raise tepal delta leant
harsh,3,True,raise marsh harsh
curse,4,True,raise purse nurse curse
proud,5,True,raise count furor group proud
swing,4,True,raise knelt using swing
opine,3,True,raise cloth opine
taste,6,True,raise caste waste paste haste taste
lupus,3,True,raise pluot lupus
gumbo,5,True,raise mulch dumpy jumbo gumbo
miner,4,True,raise lined finer miner
green,4,True,raise deter creep green
chasm,3,True,raise shalt chasm
lipid,3,True,raise ponty lipid
topic,3,True,raise ponty topic
armor,5,True,raise tronc ardor arbor armor
brush,3,True,raise crust brush
crane,5,True,raise bract craze crave crane
mural,4,True,raise tronc award mural
abled,4,True,raise tepal alley abled
habit,5,True,raise panic maxim valid habit
bossy,3,True,raise floss bossy
maker,4,True,raise empty gamer maker
dusky,4,True,raise pluot mushy dusky
dizzy,5,True,raise ponty filmy giddy dizzy
lithe,3,True,raise lingo lithe
brook,5,True,raise count droop groom brook
jazzy,6,True,raise cyton badly gawky mammy jazzy
